"Cidade","UF","Pais","cidade","lat","lon","freq"
"Guadalupe","Piauí","Brasil","Guadalupe, Piauí, Brasil",-6.7879775,-43.5708162,21
"Amarante","Piauí","Brasil","Amarante, Piauí, Brasil",-6.2459374,-42.8476238,9
"Algodão de Jandaíra","Paraíba","Brasil","Algodão de Jandaíra, Paraíba, Brasil",-6.9040175,-36.0089879,9
"Buenópolis","Minas Gerais","Brasil","Buenópolis, Minas Gerais, Brasil",-17.8756607,-44.1749365,10
"Joaquim Felício","Minas Gerais","Brasil","Joaquim Felício, Minas Gerais, Brasil",-17.7602437,-44.1701635,10
"Lauro Muller","Santa Catarina","Brasil","Lauro Muller, Santa Catarina, Brasil",-28.3942244,-49.3975402,2
"Conceição da Barra de Minas","Minas Gerais","Brasil","Conceição da Barra de Minas, Minas Gerais, Brasil",-21.128889,-44.472223,6
"Itaquaquecetuba","São Paulo","Brasil","Itaquaquecetuba, São Paulo, Brasil",-23.4754492,-46.3514033,4
"Planaltina","Goiás","Brasil","Planaltina, Goiás, Brasil",-15.4571536,-47.6089024,24
"Ipiaú","Bahia","Brasil","Ipiaú, Bahia, Brasil",-14.1318211,-39.7373177,48
"Pai Pedro","Minas Gerais","Brasil","Pai Pedro, Minas Gerais, Brasil",-15.5311251,-43.0667102,8
"Catuti","Minas Gerais","Brasil","Catuti, Minas Gerais, Brasil",-15.3597,-42.9628,8
"Jaboticatubas","Minas Gerais","Brasil","Jaboticatubas, Minas Gerais, Brasil",-19.521667,-43.745277,75
"Peixoto de Azevedo","Mato Grosso","Brasil","Peixoto de Azevedo, Mato Grosso, Brasil",-10.2429203,-54.9919857,26
"Hortolândia","São Paulo","Brasil","Hortolândia, São Paulo, Brasil",-22.85833,-47.22,12
"Seropédica","Rio de Janeiro","Brasil","Seropédica, Rio de Janeiro, Brasil",-22.7438887,-43.6991998,60
"Patrocínio Paulista","São Paulo","Brasil","Patrocínio Paulista, São Paulo, Brasil",-20.6383609,-47.2801241,2
"Altinópolis","São Paulo","Brasil","Altinópolis, São Paulo, Brasil",-21.021364,-47.3712,2
"Ielmo Marinho","Rio Grande do Norte","Brasil","Ielmo Marinho, Rio Grande do Norte, Brasil",-5.8227944,-35.551993,6
"Batayporã","Mato Grosso do Sul","Brasil","Batayporã, Mato Grosso do Sul, Brasil",-22.2976466,-53.2685608,3
"Santa Juliana","Minas Gerais","Brasil","Santa Juliana, Minas Gerais, Brasil",-19.308611,-47.525,4
"Itapuã do Oeste","Rondônia","Brasil","Itapuã do Oeste, Rondônia, Brasil",-9.189646,-63.1910097,13
"Paulínia","São Paulo","Brasil","Paulínia, São Paulo, Brasil",-22.7630391,-47.1532213,17
"Angicos","Rio Grande do Norte","Brasil","Angicos, Rio Grande do Norte, Brasil",-5.6666344,-36.6009064,53
"Magalhães de Almeida","Maranhão","Brasil","Magalhães de Almeida, Maranhão, Brasil",-3.392319,-42.211743,6
"Florânia","Rio Grande do Norte","Brasil","Florânia, Rio Grande do Norte, Brasil",-6.1268685,-36.8183238,13
"Cerro Cora","Rio Grande do Norte","Brasil","Cerro Cora, Rio Grande do Norte, Brasil",-6.0412685,-36.3464694,13
"Lagoa Nova","Rio Grande do Norte","Brasil","Lagoa Nova, Rio Grande do Norte, Brasil",-6.0948803,-36.4704991,7
"Santana do Matos","Rio Grande do Norte","Brasil","Santana do Matos, Rio Grande do Norte, Brasil",-5.9468972,-36.6502541,23
"São Vicente","Rio Grande do Norte","Brasil","São Vicente, Rio Grande do Norte, Brasil",-6.2166906,-36.6823094,22
"Santo Antônio do Içá","Amazonas","Brasil","Santo Antônio do Içá, Amazonas, Brasil",-3.095443,-67.946279,57
"Cabo de Santo Agostinho","Pernambuco","Brasil","Cabo de Santo Agostinho, Pernambuco, Brasil",-8.2838945,-35.0320984,16
"Passira","Pernambuco","Brasil","Passira, Pernambuco, Brasil",-7.976317,-35.5817327,3
"Saboeiro","Ceará","Brasil","Saboeiro, Ceará, Brasil",-6.539564,-39.9047802,1
"Jaraguá","Goiás","Brasil","Jaraguá, Goiás, Brasil",-15.7528866,-49.3344033,25
"Jacuí","Minas Gerais","Brasil","Jacuí, Minas Gerais, Brasil",-21.0169567,-46.7458301,4
"Guaranésia","Minas Gerais","Brasil","Guaranésia, Minas Gerais, Brasil",-21.3024827,-46.7956962,5
"Campestre","Minas Gerais","Brasil","Campestre, Minas Gerais, Brasil",-19.6142116,-43.219378,11
"Jucuruçu","Bahia","Brasil","Jucuruçu, Bahia, Brasil",-16.843428,-40.1596925,3
"Salgado Filho","Paraná","Brasil","Salgado Filho, Paraná, Brasil",-26.1732041,-53.3619195,4
"Janduís","Rio Grande do Norte","Brasil","Janduís, Rio Grande do Norte, Brasil",-6.0170137,-37.406913,1
"Várzea da Palma","Minas Gerais","Brasil","Várzea da Palma, Minas Gerais, Brasil",-17.5983328,-44.7317086,7
"Martinho Campos","Minas Gerais","Brasil","Martinho Campos, Minas Gerais, Brasil",-19.331945,-45.236666,17
"Santa Rosa de Lima","Santa Catarina","Brasil","Santa Rosa de Lima, Santa Catarina, Brasil",-28.0404239,-49.1280356,3
"Campos Gerais","Minas Gerais","Brasil","Campos Gerais, Minas Gerais, Brasil",-21.2333342,-45.7584127,9
"Água Doce","Santa Catarina","Brasil","Água Doce, Santa Catarina, Brasil",-26.9986047,-51.5529306,4
"MIguel Alves","Piauí","Brasil","MIguel Alves, Piauí, Brasil",-4.1730384,-42.8955677,8
"Monjolos","Minas Gerais","Brasil","Monjolos, Minas Gerais, Brasil",-18.3242667,-44.1187729,2
"Inhapi","Alagoas","Brasil","Inhapi, Alagoas, Brasil",-9.222095,-37.7480654,6
"Campinápolis","Mato Grosso","Brasil","Campinápolis, Mato Grosso, Brasil",-14.5403731,-52.7970626,16
"Feliz Natal","Mato Grosso","Brasil","Feliz Natal, Mato Grosso, Brasil",-12.3802463,-54.9389793,10
"Pântano Grande","Rio Grande do Sul","Brasil","Pântano Grande, Rio Grande do Sul, Brasil",-30.1907942,-52.3721771,12
"Sooretama","Espírito Santo","Brasil","Sooretama, Espírito Santo, Brasil",-19.1918129,-40.1037067,11
"Pilar","Paraíba","Brasil","Pilar, Paraíba, Brasil",-7.264034,-35.252326,11
"Ivaí","Paraná","Brasil","Ivaí, Paraná, Brasil",-25.0069795,-50.8568896,1
"Frei Martinho","Paraíba","Brasil","Frei Martinho, Paraíba, Brasil",-6.4033643,-36.4535139,39
"Pedra Azul","Minas Gerais","Brasil","Pedra Azul, Minas Gerais, Brasil",-16.005556,-41.28,3
"Barão de Cocais","Minas Gerais","Brasil","Barão de Cocais, Minas Gerais, Brasil",-19.9452437,-43.4870298,13
"Lajinha","Minas Gerais","Brasil","Lajinha, Minas Gerais, Brasil",-20.1520595,-41.6240623,1
"Salto da Divisa","Minas Gerais","Brasil","Salto da Divisa, Minas Gerais, Brasil",-15.9984236,-39.9487981,3
"Tomazina","Paraná","Brasil","Tomazina, Paraná, Brasil",-23.7777942,-49.9546482,3
"Aratiba","Rio Grande do Sul","Brasil","Aratiba, Rio Grande do Sul, Brasil",-27.3955734,-52.3024325,3
"Alpestre","Rio Grande do Sul","Brasil","Alpestre, Rio Grande do Sul, Brasil",-27.2512339,-53.0349646,2
"Mariano Moro","Rio Grande do Sul","Brasil","Mariano Moro, Rio Grande do Sul, Brasil",-27.3541972,-52.1469053,3
"Marco","Ceará","Brasil","Marco, Ceará, Brasil",-3.1221945,-40.1514585,6
"Anajás","Pará","Brasil","Anajás, Pará, Brasil",-0.9878802,-49.9390114,3
"Bom Jesus do Tocantins","Pará","Brasil","Bom Jesus do Tocantins, Pará, Brasil",-5.0471796,-48.5978362,21
"Abel Figueiredo","Pará","Brasil","Abel Figueiredo, Pará, Brasil",-4.953001,-48.3958485,7
"Porto União","Santa Catarina","Brasil","Porto União, Santa Catarina, Brasil",-26.2336416,-51.082771,14
"Macarani","Bahia","Brasil","Macarani, Bahia, Brasil",-15.5610861,-40.4226078,1
"Santana do Seridó","Rio Grande do Norte","Brasil","Santana do Seridó, Rio Grande do Norte, Brasil",-6.7708992,-36.7340383,2
"Bom Jardim","Rio de Janeiro","Brasil","Bom Jardim, Rio de Janeiro, Brasil",-22.1515328,-42.4186683,151
"Ingazeira","Pernambuco","Brasil","Ingazeira, Pernambuco, Brasil",-7.6773108,-37.4598895,7
"Piracanjuba","Goiás","Brasil","Piracanjuba, Goiás, Brasil",-17.3020379,-49.0170101,1
"Muritiba","Bahia","Brasil","Muritiba, Bahia, Brasil",-12.624266,-38.9885844,10
"Santo Amaro","Bahia","Brasil","Santo Amaro, Bahia, Brasil",-12.5519686,-38.7060448,15
"Águas de Lindóia","São Paulo","Brasil","Águas de Lindóia, São Paulo, Brasil",-22.4718855,-46.6291034,51
"Novo Acordo","Tocantins","Brasil","Novo Acordo, Tocantins, Brasil",-9.964658,-47.6762804,5
"Porto Rico","Paraná","Brasil","Porto Rico, Paraná, Brasil",-22.774742,-53.267731,6
"Itapagipe","Minas Gerais","Brasil","Itapagipe, Minas Gerais, Brasil",-19.9033884,-49.3666934,4
"Quijingue","Bahia","Brasil","Quijingue, Bahia, Brasil",-10.7513728,-39.2075228,11
"Macaíba","Rio Grande do Norte","Brasil","Macaíba, Rio Grande do Norte, Brasil",-5.8561372,-35.3523774,18
"Caraúbas","Paraíba","Brasil","Caraúbas, Paraíba, Brasil",-7.7273231,-36.4923357,62
"Porteirinha","Minas Gerais","Brasil","Porteirinha, Minas Gerais, Brasil",-15.7420889,-43.0286046,16
"Nordestina","Bahia","Brasil","Nordestina, Bahia, Brasil",-10.8258183,-39.4297655,4
"Matozinhos","Minas Gerais","Brasil","Matozinhos, Minas Gerais, Brasil",-19.5576547,-44.0816035,4
"Potim","São Paulo","Brasil","Potim, São Paulo, Brasil",-22.8377227,-45.2565239,2
"Santa Adélia","São Paulo","Brasil","Santa Adélia, São Paulo, Brasil",-21.2432992,-48.8061481,2
"Paraíso do Norte","Paraná","Brasil","Paraíso do Norte, Paraná, Brasil",-23.2841185,-52.6024125,6
"Vargem Grande do Sul","São Paulo","Brasil","Vargem Grande do Sul, São Paulo, Brasil",-21.832194,-46.891286,3
"Piraju","São Paulo","Brasil","Piraju, São Paulo, Brasil",-23.1897822,-49.3840493,5
"Guaíba","Rio Grande do Sul","Brasil","Guaíba, Rio Grande do Sul, Brasil",-30.1130731,-51.329442,20
"Paulista","Paraíba","Brasil","Paulista, Paraíba, Brasil",-6.5980362,-37.6215766,22
"Cabaceiras","Paraíba","Brasil","Cabaceiras, Paraíba, Brasil",-7.4899156,-36.2860501,14
"Queimadas","Paraíba","Brasil","Queimadas, Paraíba, Brasil",-7.3640404,-35.9016644,15
"Olindina","Bahia","Brasil","Olindina, Bahia, Brasil",-11.3601309,-38.3269571,12
"São Cristóvão","Sergipe","Brasil","São Cristóvão, Sergipe, Brasil",-11.0136465,-37.2071134,109
"Nicósia",NA,"Chipre","Nicósia, NA, Chipre",35.1739302,33.364726,2
"Quebrângulo","Alagoas","Brasil","Quebrângulo, Alagoas, Brasil",-9.3217611,-36.4735837,4
"Anagé","Bahia","Brasil","Anagé, Bahia, Brasil",-14.6134669,-41.1376308,13
"São Sebastião de Lagoa de Roça","Paraíba","Brasil","São Sebastião de Lagoa de Roça, Paraíba, Brasil",-7.1013986,-35.8644148,7
"Coronel João Sá","Bahia","Brasil","Coronel João Sá, Bahia, Brasil",-10.2856387,-37.9259435,32
"Carira","Sergipe","Brasil","Carira, Sergipe, Brasil",-10.358303,-37.701473,8
"Jaguaquara","Bahia","Brasil","Jaguaquara, Bahia, Brasil",-13.5294974,-39.9693081,10
"Palmeira","Paraná","Brasil","Palmeira, Paraná, Brasil",-25.4269718,-49.9987787,15
"Canto do Buriti","Piauí","Brasil","Canto do Buriti, Piauí, Brasil",-8.1112473,-42.944844,10
"Pinhão","Sergipe","Brasil","Pinhão, Sergipe, Brasil",-10.5682989,-37.7236405,11
"Frei Paulo","Sergipe","Brasil","Frei Paulo, Sergipe, Brasil",-10.549956,-37.5356071,15
"Japaratuba","Sergipe","Brasil","Japaratuba, Sergipe, Brasil",-10.5934888,-36.941514,13
"Pirambu","Sergipe","Brasil","Pirambu, Sergipe, Brasil",-10.7408558,-36.8591248,11
"Barra dos Coqueiros","Sergipe","Brasil","Barra dos Coqueiros, Sergipe, Brasil",-10.9075694,-37.0386249,2
"Santa Rosa de Lima","Sergipe","Brasil","Santa Rosa de Lima, Sergipe, Brasil",-10.6474939,-37.1926373,3
"Divina Pastora","Sergipe","Brasil","Divina Pastora, Sergipe, Brasil",-10.6783231,-37.1482727,1
"Cachoeirinha","Pernambuco","Brasil","Cachoeirinha, Pernambuco, Brasil",-8.4906364,-36.2338963,11
"Rio Branco","Mato Grosso","Brasil","Rio Branco, Mato Grosso, Brasil",-15.2398109,-58.1160774,995
"Corumbataí","São Paulo","Brasil","Corumbataí, São Paulo, Brasil",-22.2210521,-47.6249638,3
"Urandi","Bahia","Brasil","Urandi, Bahia, Brasil",-14.7680766,-42.6573988,1
"Boyacá",NA,"Colômbia","Boyacá, NA, Colômbia",5.6278979,-72.8268617,1
"Santa Cecília","Paraíba","Brasil","Santa Cecília, Paraíba, Brasil",-7.7441445,-35.8793295,17
"Campo Limpo Goiás","Goiás","Brasil","Campo Limpo Goiás, Goiás, Brasil",-18.217201,-49.5205141,2
"São João do Tigre","Paraíba","Brasil","São João do Tigre, Paraíba, Brasil",-8.078237,-36.849141,12
"Pomerode","Santa Catarina","Brasil","Pomerode, Santa Catarina, Brasil",-26.7356218,-49.1770095,2
"Junqueiro","Alagoas","Brasil","Junqueiro, Alagoas, Brasil",-9.9201549,-36.474737,2
"Jidá",NA,"Arábia Saudita","Jidá, NA, Arábia Saudita",24.5178558,46.663708,4
"Wenceslau Guimarães","Bahia","Brasil","Wenceslau Guimarães, Bahia, Brasil",-13.6866356,-39.479122,2
"Quilombo","Santa Catarina","Brasil","Quilombo, Santa Catarina, Brasil",-26.7253683,-52.7193084,2
"Nova Londrina","Paraná","Brasil","Nova Londrina, Paraná, Brasil",-22.7633621,-52.9875908,7
"Ipirá","Bahia","Brasil","Ipirá, Bahia, Brasil",-12.1578337,-39.7416605,8
"Panelas","Pernambuco","Brasil","Panelas, Pernambuco, Brasil",-8.661211,-36.012539,5
"Cupira","Pernambuco","Brasil","Cupira, Pernambuco, Brasil",-8.6053148,-35.9530366,6
"Bezerros","Pernambuco","Brasil","Bezerros, Pernambuco, Brasil",-8.2372132,-35.7558262,12
"Piranguçu","Minas Gerais","Brasil","Piranguçu, Minas Gerais, Brasil",-22.5280226,-45.4961066,2
"Bom Princípio","Rio Grande do Sul","Brasil","Bom Princípio, Rio Grande do Sul, Brasil",-29.489788,-51.3566782,1
"Ibiúna","São Paulo","Brasil","Ibiúna, São Paulo, Brasil",-23.6548363,-47.2210116,3
"Entre Rios","Bahia","Brasil","Entre Rios, Bahia, Brasil",-11.9423743,-38.0836985,9
"Euclides da Cunha Paulista","São Paulo","Brasil","Euclides da Cunha Paulista, São Paulo, Brasil",-22.55452,-52.592779,2
"Araçoiaba da Serra","São Paulo","Brasil","Araçoiaba da Serra, São Paulo, Brasil",-23.5045367,-47.6168158,3
"Bom Conselho","Pernambuco","Brasil","Bom Conselho, Pernambuco, Brasil",-9.169191,-36.685683,4
"General Salgado","São Paulo","Brasil","General Salgado, São Paulo, Brasil",-20.6488139,-50.3608101,3
"Nhandeara","São Paulo","Brasil","Nhandeara, São Paulo, Brasil",-20.6942747,-50.0406162,3
"Brejão","Pernambuco","Brasil","Brejão, Pernambuco, Brasil",-9.029146,-36.566034,3
"Angelim","Pernambuco","Brasil","Angelim, Pernambuco, Brasil",-8.8902038,-36.2872987,3
"José Bonifácio","São Paulo","Brasil","José Bonifácio, São Paulo, Brasil",-23.564091,-46.434766582998,16
"Nazária","Piauí","Brasil","Nazária, Piauí, Brasil",-5.3512851,-42.8152823,1
"Bonito","Pará","Brasil","Bonito, Pará, Brasil",-1.3605722,-47.3049907,40
"Ubaí","Minas Gerais","Brasil","Ubaí, Minas Gerais, Brasil",-16.2925001,-44.7823835,1
"Santana do Maranhão","Maranhão","Brasil","Santana do Maranhão, Maranhão, Brasil",-3.1156576,-42.4123538,2
"Parnamirim","Pernambuco","Brasil","Parnamirim, Pernambuco, Brasil",-8.0911745,-39.5791567,302
"São João do Cariri","Paraíba","Brasil","São João do Cariri, Paraíba, Brasil",-7.386747,-36.5288956,13
"Piranhas","Goiás","Brasil","Piranhas, Goiás, Brasil",-16.4252491,-51.8231427,53
"Goianira","Goiás","Brasil","Goianira, Goiás, Brasil",-16.5001973,-49.4254788,6
"Pombos","Pernambuco","Brasil","Pombos, Pernambuco, Brasil",-8.1398585,-35.396437,9
"Sobrado","Paraíba","Brasil","Sobrado, Paraíba, Brasil",-7.1442879,-35.2357401,2
"Ibirapuã","Bahia","Brasil","Ibirapuã, Bahia, Brasil",-17.6873491,-40.109661,1
"Monte Azul Paulista","São Paulo","Brasil","Monte Azul Paulista, São Paulo, Brasil",-20.90649,-48.638717,7
"Ipanguaçu","Rio Grande do Norte","Brasil","Ipanguaçu, Rio Grande do Norte, Brasil",-5.5090713,-36.8594421,21
"Pão de Açúcar","Alagoas","Brasil","Pão de Açúcar, Alagoas, Brasil",-9.7496551,-37.4329891,75
"Tasso Fragoso","Maranhão","Brasil","Tasso Fragoso, Maranhão, Brasil",-8.4729347,-45.7461798,5
"Redenção do Gurguéia","Piauí","Brasil","Redenção do Gurguéia, Piauí, Brasil",-9.4862001,-44.5840178,1
"Japaraíba","Minas Gerais","Brasil","Japaraíba, Minas Gerais, Brasil",-20.1416346,-45.5032099,1
"Lagoinha","São Paulo","Brasil","Lagoinha, São Paulo, Brasil",-23.0898337,-45.1903825,2
"Arroio do Meio","Rio Grande do Sul","Brasil","Arroio do Meio, Rio Grande do Sul, Brasil",-29.4020392,-51.9444993,4
"Sério","Rio Grande do Sul","Brasil","Sério, Rio Grande do Sul, Brasil",-29.3844988,-52.2685744,1
"Sigefredo Pacheco","Piauí","Brasil","Sigefredo Pacheco, Piauí, Brasil",-4.9148779,-41.7304149,1
"Pouso Alto","Minas Gerais","Brasil","Pouso Alto, Minas Gerais, Brasil",-22.193889,-44.972778,2
"Dom Basílio","Bahia","Brasil","Dom Basílio, Bahia, Brasil",-13.7589818,-41.7715676,8
"Aparecida","Paraíba","Brasil","Aparecida, Paraíba, Brasil",-22.851552,-45.2340924,11
"Carneirinho","Minas Gerais","Brasil","Carneirinho, Minas Gerais, Brasil",-19.6975,-50.688055,1
"Major Isidoro","Alagoas","Brasil","Major Isidoro, Alagoas, Brasil",-9.4945,-37.036265625,117
"São Caetano do Sul","São Paulo","Brasil","São Caetano do Sul, São Paulo, Brasil",-23.6195923,-46.5688323,17
"Juatuba","Minas Gerais","Brasil","Juatuba, Minas Gerais, Brasil",-19.954001,-44.3407921,5
"Salto","São Paulo","Brasil","Salto, São Paulo, Brasil",-23.1989983,-47.2913682,13
"Caçapava","São Paulo","Brasil","Caçapava, São Paulo, Brasil",-23.099204,-45.707645,18
"Grão Pará","Santa Catarina","Brasil","Grão Pará, Santa Catarina, Brasil",-28.1856937,-49.2163956,20
"Braço do Norte","Santa Catarina","Brasil","Braço do Norte, Santa Catarina, Brasil",-28.2728633,-49.1622712,21
"Oliveira dos Brejinhos","Bahia","Brasil","Oliveira dos Brejinhos, Bahia, Brasil",-12.3193308,-42.8914271,2
"Muzambinho","Minas Gerais","Brasil","Muzambinho, Minas Gerais, Brasil",-21.3727087,-46.51927,24
"Macambira","Sergipe","Brasil","Macambira, Sergipe, Brasil",-10.6657963,-37.5396488,1
"California City  California",NA,"Estados Unidos da América","California City  California, NA, Estados Unidos da América",35.125801,-117.9859038,1
"Campina Verde","Minas Gerais","Brasil","Campina Verde, Minas Gerais, Brasil",-19.535277,-49.486389,10
"Juvenília","Minas Gerais","Brasil","Juvenília, Minas Gerais, Brasil",-14.2660795,-44.1618528,2
"Santa Helena","Paraná","Brasil","Santa Helena, Paraná, Brasil",-24.8591735,-54.3328813,65
"Ilha Grande","Piauí","Brasil","Ilha Grande, Piauí, Brasil",-2.8520082,-41.8166904,11
"Canápolis","Bahia","Brasil","Canápolis, Bahia, Brasil",-13.072454,-44.200949,2
"Sítio do Mato","Bahia","Brasil","Sítio do Mato, Bahia, Brasil",-13.0843136,-43.4686989,2
"Brejolândia","Bahia","Brasil","Brejolândia, Bahia, Brasil",-12.4843845,-43.9611861,2
"Santana","Bahia","Brasil","Santana, Bahia, Brasil",-12.979217,-44.05064,19
"Igaporã","Bahia","Brasil","Igaporã, Bahia, Brasil",-13.7725318,-42.7168442,6
"Serra do Ramalho","Bahia","Brasil","Serra do Ramalho, Bahia, Brasil",-13.5442363,-43.5773151,13
"Riachão das Neves","Bahia","Brasil","Riachão das Neves, Bahia, Brasil",-11.7481049,-44.9109851,6
"Conceição da Barra","Espírito Santo","Brasil","Conceição da Barra, Espírito Santo, Brasil",-18.5841421,-39.7371844,4
"Pedra","Pernambuco","Brasil","Pedra, Pernambuco, Brasil",-8.4995589,-36.944377,8
"Cedro","Pernambuco","Brasil","Cedro, Pernambuco, Brasil",-7.7186318,-39.2363385,21
"Morretes","Paraná","Brasil","Morretes, Paraná, Brasil",-25.4770051,-48.8321911,1
"São Bento","Maranhão","Brasil","São Bento, Maranhão, Brasil",-2.6999089,-44.8331254,13
"Nova Esperança do Sul","Rio Grande do Sul","Brasil","Nova Esperança do Sul, Rio Grande do Sul, Brasil",-29.4102156,-54.8287783,2
"Elísio Medrado","Bahia","Brasil","Elísio Medrado, Bahia, Brasil",-12.9469824,-39.520431,3
"Castro Alves","Bahia","Brasil","Castro Alves, Bahia, Brasil",-12.7616941,-39.4281088,10
"Carambeí","Paraná","Brasil","Carambeí, Paraná, Brasil",-24.9513298,-50.1171293,6
"Irará","Bahia","Brasil","Irará, Bahia, Brasil",-12.0420271,-38.7635638,6
"Envira","Amazonas","Brasil","Envira, Amazonas, Brasil",-7.437889,-70.028143,1
"Várzea Alegre","Ceará","Brasil","Várzea Alegre, Ceará, Brasil",-6.7936089,-39.2989333,8
"Lapa","Paraná","Brasil","Lapa, Paraná, Brasil",-25.76709,-49.716777,14
"Omaha  Nebraska",NA,"Estados Unidos da América","Omaha  Nebraska, NA, Estados Unidos da América",40.01308825,-95.9409441809816,4
"Guajará","Amazonas","Brasil","Guajará, Amazonas, Brasil",-7.5455927,-72.5832769,3
"Barra de Guabiraba","Pernambuco","Brasil","Barra de Guabiraba, Pernambuco, Brasil",-8.4173522,-35.6626669,44
"Bom Jardim","Pernambuco","Brasil","Bom Jardim, Pernambuco, Brasil",-7.7961572,-35.5871696,151
"Vicência","Pernambuco","Brasil","Vicência, Pernambuco, Brasil",-7.6574422,-35.3218464,15
"Pinheiros","Espírito Santo","Brasil","Pinheiros, Espírito Santo, Brasil",-18.4127047,-40.217534,12
"Ferreira Gomes","Amapá","Brasil","Ferreira Gomes, Amapá, Brasil",0.8580838,-51.1814,10
"Zagreb",NA,"Croácia","Zagreb, NA, Croácia",45.813177,15.977048,9
"Mauriti","Ceará","Brasil","Mauriti, Ceará, Brasil",-7.3870095,-38.7737751,7
"Anaheim",NA,"Estados Unidos da América","Anaheim, NA, Estados Unidos da América",33.8347516,-117.911732,3
"Camocim de São Félix","Pernambuco","Brasil","Camocim de São Félix, Pernambuco, Brasil",-8.3616757,-35.7638903,7
"Derrubadas","Rio Grande do Sul","Brasil","Derrubadas, Rio Grande do Sul, Brasil",-27.2657279,-53.8618488,2
"Independência","Ceará","Brasil","Independência, Ceará, Brasil",-5.3958538,-40.3108896,4
"São Sebastião do Caí","Rio Grande do Sul","Brasil","São Sebastião do Caí, Rio Grande do Sul, Brasil",-29.5911777,-51.3778772,4
"Encruzilhada do Sul","Rio Grande do Sul","Brasil","Encruzilhada do Sul, Rio Grande do Sul, Brasil",-30.53619325,-52.5156472110103,5
"Mariópolis","Paraná","Brasil","Mariópolis, Paraná, Brasil",-26.3517858,-52.5491536,1
"Natuba","Paraíba","Brasil","Natuba, Paraíba, Brasil",-7.6410756,-35.5542731,9
"Salgado de São Félix","Paraíba","Brasil","Salgado de São Félix, Paraíba, Brasil",-7.3565372,-35.4381278,6
"Cascavel","Ceará","Brasil","Cascavel, Ceará, Brasil",-4.129666,-38.241178,625
"Dom Pedro","Maranhão","Brasil","Dom Pedro, Maranhão, Brasil",-5.0389999,-44.4377854,2
"Cantanhede","Maranhão","Brasil","Cantanhede, Maranhão, Brasil",-3.6355005,-44.3778738,2
"Governador Luiz Rocha","Maranhão","Brasil","Governador Luiz Rocha, Maranhão, Brasil",-5.470776,-44.0720572,2
"Nova Veneza","Santa Catarina","Brasil","Nova Veneza, Santa Catarina, Brasil",-28.637371,-49.4997634,14
"Campo Bom","Rio Grande do Sul","Brasil","Campo Bom, Rio Grande do Sul, Brasil",-29.674694,-51.060601,3
"Avelinópolis","Goiás","Brasil","Avelinópolis, Goiás, Brasil",-16.4672409,-49.7578661,1
"Pedra Grande","Rio Grande do Norte","Brasil","Pedra Grande, Rio Grande do Norte, Brasil",-5.1508135,-35.8784127,6
"Jaboti","Paraná","Brasil","Jaboti, Paraná, Brasil",-23.7431092,-50.0748781,6
"Avelino Lopes","Piauí","Brasil","Avelino Lopes, Piauí, Brasil",-10.1346855,-43.9489525,7
"Maraú","Bahia","Brasil","Maraú, Bahia, Brasil",-14.103022,-39.0144322,20
"Corrientes",NA,"Argentina","Corrientes, NA, Argentina",-26.0246319,-54.6220307,1
"Morro Cabeça no Tempo","Piauí","Brasil","Morro Cabeça no Tempo, Piauí, Brasil",-9.7236848,-43.9037699,6
"Júlio Borges","Piauí","Brasil","Júlio Borges, Piauí, Brasil",-10.3273669,-44.2397326,2
"Central de Minas","Minas Gerais","Brasil","Central de Minas, Minas Gerais, Brasil",-18.7612885,-41.3071204,1
"Amã",NA,"Jordânia","Amã, NA, Jordânia",31.9515694,35.9239625,1
"Couto de Magalhães","Tocantins","Brasil","Couto de Magalhães, Tocantins, Brasil",-8.360583,-49.1773955,18
"Tarabai","São Paulo","Brasil","Tarabai, São Paulo, Brasil",-22.3038726,-51.5628675,1
"Maracaçumé","Maranhão","Brasil","Maracaçumé, Maranhão, Brasil",-2.049177,-45.958734,10
"Paraí","Rio Grande do Sul","Brasil","Paraí, Rio Grande do Sul, Brasil",-28.5966772,-51.7851426,4
"Casca","Rio Grande do Sul","Brasil","Casca, Rio Grande do Sul, Brasil",-28.5634054,-51.9741902,7
"Ilha das Flores","Sergipe","Brasil","Ilha das Flores, Sergipe, Brasil",-10.4365954,-36.5370011,4
"Aquidabã","Sergipe","Brasil","Aquidabã, Sergipe, Brasil",-10.2837579,-37.0188687,6
"Pacatuba","Ceará","Brasil","Pacatuba, Ceará, Brasil",-3.9841,-38.6180383,11
"Rialma","Goiás","Brasil","Rialma, Goiás, Brasil",-15.3144819,-49.5813991,4
"Carmo do Rio Verde","Goiás","Brasil","Carmo do Rio Verde, Goiás, Brasil",-15.3549139,-49.707975,4
"Pedra Branca do Amapari","Amapá","Brasil","Pedra Branca do Amapari, Amapá, Brasil",0.7771833,-51.9523218,18
"Iati","Pernambuco","Brasil","Iati, Pernambuco, Brasil",-9.0426669,-36.8466803,36
"Venturosa","Pernambuco","Brasil","Venturosa, Pernambuco, Brasil",-8.5765199,-36.876569,2
"Saloá","Pernambuco","Brasil","Saloá, Pernambuco, Brasil",-8.9734418,-36.687608,2
"Palmeirópolis","Tocantins","Brasil","Palmeirópolis, Tocantins, Brasil",-13.0428105,-48.4065223,16
"São João da Serra","Piauí","Brasil","São João da Serra, Piauí, Brasil",-5.5163795,-41.8967078,2
